order_id,customer_id,order_date,Order Status,Subtotal (inc tax),sub_total,Tax Total,Shipping Cost (inc tax),Shipping Cost (ex tax),Ship Method,Order Total (inc tax),order_total,total_quantity,Date Shipped,city,state,zip,Product Details,Coupon Details
1750,1056,12/12/2014,Shipped,142,142,0,0,0,Free Shipping,99.4,99.4,2,15/12/2014,Lenexa,KS,66216,"Product ID: 575, Product Qty: 1, Product SKU: 802-Slate Gray-XL, Product Name: Turtleneck, Long Sleeve, Slate Gray, Product Weight: 0.3000, Product Variation Details: Size: XL, Product Unit Price: 71.00, Product Total Price: 71.00|Product ID: 600, Product Qty: 1, Product SKU: 802-Fuchsia Purple-XL, Product Name: Turtleneck, Long Sleeve, Fuchsia Purple, Product Weight: 0.3000, Product Variation Details: Size: XL, Product Unit Price: 71.00, Product Total Price: 71.00","Coupon Code: now30, Coupon Name: now30, Coupon Value: 42.60"
1777,782,19/12/2014,Shipped,182.95,170,9.07,0,0,Free Shipping,128.07,119,2,21/12/2014,Denver,CO,80237,"Product ID: 555, Product Qty: 1, Product SKU: 802-White-M, Product Name: Turtleneck, Long Sleeve, White, Product Weight: 0.3000, Product Variation Details: Size: M, Product Unit Price: 76.41, Product Total Price: 76.41|Product ID: 590, Product Qty: 1, Product SKU: 2000-Navy-L, Product Name: Droop Neck, 3/4 Sleeve, Navy, Product Weight: 0.3000, Product Variation Details: Size: L, Product Unit Price: 106.54, Product Total Price: 106.54","Coupon Code: now30, Coupon Name: now30, Coupon Value: 51.00"
1742,179,11/12/2014,Shipped,321,321,0,0,0,Free Shipping,224.7,224.7,5,15/12/2014,Barrington Hills,IL,60010,"Product ID: 491, Product Qty: 1, Product SKU: 101-Natural-S, Product Name: Deep Scoop, Short Sleeve, Natural, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 45.00, Product Total Price: 45.00|Product ID: 496, Product Qty: 1, Product SKU: 202-Black-S, Product Name: Modest Scoop, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 69.00, Product Total Price: 69.00|Product ID: 510, Product Qty: 2, Product SKU: 402-Black-S, Product Name: Crew Neck, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 69.00, Product Total Price: 138.00|Product ID: 543, Product Qty: 1, Product SKU: 402-White-S, Product Name: Crew Neck, Long Sleeve, White, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 69.00, Product Total Price: 69.00","Coupon Code: now30, Coupon Name: now30, Coupon Value: 96.30"
2259,1239,1/12/2015,Shipped,198,198,0,0,0,Free Shipping,158.4,158.4,4,2/12/2015,Shelter island,NY,11964,"Product ID: 500, Product Qty: 1, Product SKU: 302-Black-L, Product Name: V-Neck, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: L, Product Unit Price: 69.00, Product Total Price: 69.00|Product ID: 526, Product Qty: 1, Product SKU: 1020-White-L, Product Name: Lace Trim Boyshort, White  - Sizes XS and Large Only, Product Weight: 0.1000, Product Variation Details: Size: L, Product Unit Price: 9.00, Product Total Price: 9.00|Product ID: 542, Product Qty: 1, Product SKU: 1060-White-M/L, Product Name: Robe, White, Product Weight: 1.0000, Product Variation Details: Size: M/L, Product Unit Price: 49.00, Product Total Price: 49.00|Product ID: 558, Product Qty: 1, Product SKU: 802-Black-L, Product Name: Turtleneck, Long Sleeve, Black, Product Weight: 0.3000, Product Variation Details: Size: L, Product Unit Price: 71.00, Product Total Price: 71.00","Coupon Code: NYMAG, Coupon Name: New York Magazine December 2015, Coupon Value: 39.60"
3411,1527,29/03/2018,Shipped,90.44,84,0.69,0,0,Free Shipping,9.69,9,1,2/4/2018,Denver,CO,80211,"Product ID: 645, Product Qty: 1, Product SKU: 9001-White-M, Product Name: Men's Crew Neck, Short Sleeve, White, Product Weight: 0.4500, Product Variation Details: Size: M, Product Unit Price: 90.44, Product Total Price: 90.44","Coupon Code: ohthecinema, Coupon Name: glassman75, Coupon Value: 75.00"
3451,1538,8/6/2018,Shipped,229.5,223,2.6,0,0,Free Shipping,91.8,89.2,3,11/6/2018,Greenwood Village,CO,80111,"Product ID: 497, Product Qty: 1, Product SKU: 201-Black-XS, Product Name: Scoop Neck, Short Sleeve, Black , Product Weight: 0.3500, Product Variation Details: Size: XS, Product Unit Price: 74.10, Product Total Price: 74.10|Product ID: 511, Product Qty: 1, Product SKU: 501-Black-XS, Product Name: Tank, Black, Product Weight: 0.3500, Product Variation Details: Size: XS, Product Unit Price: 74.10, Product Total Price: 74.10|Product ID: 649, Product Qty: 1, Product SKU: 801-Black-XS, Product Name: Turtleneck Tank, Black, Product Weight: 0.3500, Product Variation Details: Size: XS, Product Unit Price: 81.30, Product Total Price: 81.30","Coupon Code: OHXS, Coupon Name: 60% off for stacy, Coupon Value: 133.80"
4160,337,19/10/2020,Shipped,78,78,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,62.4,62.4,1,20/10/2020,Lafayette,CA,94549,"Product ID: 654, Product Qty: 1, Product SKU: 2001-White-XL, Product Name: Luxury Droop Neck Tank, Product Weight: 0.3000, Product Variation Details: Color: White, Size: XL, Product Unit Price: 78.00, Product Total Price: 78.00","Coupon Code: ourstory, Coupon Name: 20% off our story, Coupon Value: 15.60"
4156,1716,16/10/2020,Shipped,80,80,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,64,64,1,16/10/2020,Livingston,NJ,7039,"Product ID: 660, Product Qty: 1, Product SKU: 402-Ivory-L, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Ivory, Size: L, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: ourstory, Coupon Name: 20% off our story, Coupon Value: 16.00"
4158,1669,16/10/2020,Shipped,80,80,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,64,64,1,19/10/2020,Orinda,CA,94563,"Product ID: 660, Product Qty: 1, Product SKU: 402-White-S, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: ourstory, Coupon Name: 20% off our story, Coupon Value: 16.00"
4159,1727,19/10/2020,Shipped,86.13,80,4.9,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,68.9,64,1,20/10/2020,Denver,CO,80207,"Product ID: 660, Product Qty: 1, Product SKU: 402-White-XS, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: XS, Product Unit Price: 86.13, Product Total Price: 86.13","Coupon Code: ourstory, Coupon Name: 20% off our story, Coupon Value: 16.00"
4167,1669,22/10/2020,Shipped,80,80,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,64,64,1,23/10/2020,Orinda,CA,94563,"Product ID: 660, Product Qty: 1, Product SKU: 402-Black-XS, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: XS, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: ourstory, Coupon Name: 20% off our story, Coupon Value: 16.00"
4154,545,15/10/2020,Shipped,148,148,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,118.4,118.4,2,16/10/2020,raleigh,NC,27609,"Product ID: 661, Product Qty: 2, Product SKU: 501-Black-XL, Product Name: Luxury Tank, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: XL, Product Unit Price: 74.00, Product Total Price: 148.00","Coupon Code: ourstory, Coupon Name: 20% off our story, Coupon Value: 29.60"
4162,241,20/10/2020,Shipped,160,160,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,128,128,2,20/10/2020,Sparta,NJ,7871,"Product ID: 660, Product Qty: 1, Product SKU: 402-Black-S, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 660, Product Qty: 1, Product SKU: 402-ChiliPepperRed-S, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Chili Pepper Red, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: ourstory, Coupon Name: 20% off our story, Coupon Value: 32.00"
4155,798,15/10/2020,Shipped,260.34,253,5.87,6.5,6.5,USPS - Priority Mail - 2 to 3 days,214.77,208.9,3,16/10/2020,LITTLETON,CO,80120,"Product ID: 606, Product Qty: 1, Product SKU: 1041-Black-XL, Product Name: Luxury Tank Dress, Product Weight: 0.3500, Product Variation Details: Size: XL, Product Unit Price: 91.58, Product Total Price: 91.58|Product ID: 658, Product Qty: 1, Product SKU: 802-Black-XL, Product Name: Luxury Turtleneck - Long Sleeve, Product Weight: 0.3000, Product Variation Details: Color: Black, Size: XL, Product Unit Price: 86.44, Product Total Price: 86.44|Product ID: 660, Product Qty: 1, Product SKU: 402-Black-XL, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: XL, Product Unit Price: 82.33, Product Total Price: 82.33","Coupon Code: ourstory, Coupon Name: 20% off our story, Coupon Value: 50.60"
3693,1567,12/2/2019,Shipped,80,80,0,0,0,Free Shipping - USPS - First Class Mail - 4 to 7 days,64,64,1,13/02/2019,Chapel Hill,NC,27516,"Product ID: 667, Product Qty: 1, Product SKU: 202-Navy-S, Product Name: Scoop Neck - Long Sleeve, Product Weight: 0.2000, Product Variation Details: Color: Navy, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: pamper, Coupon Name: pamper 20% off v-day 2019, Coupon Value: 16.00"
3694,1453,13/02/2019,Shipped,84,84,0,0,0,Free Shipping - USPS - First Class Mail - 4 to 7 days,67.2,67.2,1,13/02/2019,Danbury,NC,27016-7337,"Product ID: 658, Product Qty: 1, Product SKU: 802-Black-L, Product Name: Turtleneck - Long Sleeve, Product Weight: 0.3000, Product Variation Details: Color: Black, Size: L, Product Unit Price: 84.00, Product Total Price: 84.00","Coupon Code: pamper, Coupon Name: pamper 20% off v-day 2019, Coupon Value: 16.80"
3695,1330,13/02/2019,Shipped,152,152,0,0,0,Free Shipping - USPS - First Class Mail - 4 to 7 days,121.6,121.6,2,14/02/2019,Atlanta,GA,31126,"Product ID: 660, Product Qty: 1, Product SKU: 402-Black-S, Product Name: Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 666, Product Qty: 1, Product SKU: 901-Navy-S, Product Name: Racerback Tank, Product Weight: 0.3000, Product Variation Details: Color: Navy, Size: S, Product Unit Price: 72.00, Product Total Price: 72.00","Coupon Code: pamper, Coupon Name: pamper 20% off v-day 2019, Coupon Value: 30.40"
3696,517,14/02/2019,Shipped,252,252,0,0,0,Free Shipping - USPS - First Class Mail - 4 to 7 days,201.6,201.6,3,14/02/2019,wayne,PA,19087,"Product ID: 658, Product Qty: 1, Product SKU: 802-Black-XS, Product Name: Turtleneck - Long Sleeve, Product Weight: 0.3000, Product Variation Details: Color: Black, Size: XS, Product Unit Price: 84.00, Product Total Price: 84.00|Product ID: 658, Product Qty: 2, Product SKU: 802-White-XS, Product Name: Turtleneck - Long Sleeve, Product Weight: 0.3000, Product Variation Details: Color: White, Size: XS, Product Unit Price: 84.00, Product Total Price: 168.00","Coupon Code: pamper, Coupon Name: pamper 20% off v-day 2019, Coupon Value: 50.40"
4298,1667,29/01/2021,Shipped,69,69,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,55.2,55.2,1,1/2/2021,Menlo Park,CA,94025,"Product ID: 607, Product Qty: 1, Product SKU: 230-FuchsiaPurple-S, Product Name: Luxury Scoop Neck, 3/4 Sleeve, Pink, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 69.00, Product Total Price: 69.00","Coupon Code: passiton, Coupon Name: V-day 2021 passiton, Coupon Value: 13.80"
4305,42,8/2/2021,Shipped,86.13,80,4.9,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,68.9,64,1,9/2/2021,DENVER,CO,80206,"Product ID: 660, Product Qty: 1, Product SKU: 402-Black-M, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: M, Product Unit Price: 86.13, Product Total Price: 86.13","Coupon Code: passiton, Coupon Name: V-day 2021 passiton, Coupon Value: 16.00"
4308,1659,9/2/2021,Shipped,158,158,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,126.4,126.4,2,10/2/2021,Atherton,CA,94027-5422,"Product ID: 655, Product Qty: 1, Product SKU: 801-White-M, Product Name: Luxury Turtleneck Tank, Product Weight: 0.3500, Product Variation Details: Color: White, Size: M, Product Unit Price: 79.00, Product Total Price: 79.00|Product ID: 655, Product Qty: 1, Product SKU: 801-SlateGray-M, Product Name: Luxury Turtleneck Tank, Product Weight: 0.3500, Product Variation Details: Color: Slate Gray, Size: M, Product Unit Price: 79.00, Product Total Price: 79.00","Coupon Code: passiton, Coupon Name: V-day 2021 passiton, Coupon Value: 31.60"
4300,1510,30/01/2021,Shipped,158,158,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,126.4,126.4,2,1/2/2021,brookline,MA,2446,"Product ID: 653, Product Qty: 1, Product SKU: 401-White-S, Product Name: Luxury Crew Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: S, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 658, Product Qty: 1, Product SKU: 802-White-S, Product Name: Luxury Turtleneck - Long Sleeve, Product Weight: 0.3000, Product Variation Details: Color: White, Size: S, Product Unit Price: 84.00, Product Total Price: 84.00","Coupon Code: passiton, Coupon Name: V-day 2021 passiton, Coupon Value: 31.60"
4297,84,29/01/2021,Shipped,160,160,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,128,128,2,1/2/2021,Charlotte,NC,28207,"Product ID: 660, Product Qty: 1, Product SKU: 402-White-XS, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: XS, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 664, Product Qty: 1, Product SKU: 302-White-XS, Product Name: Luxury V-Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: XS, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: passiton, Coupon Name: V-day 2021 passiton, Coupon Value: 32.00"
4302,1388,2/2/2021,Shipped,217,217,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,173.6,173.6,3,3/2/2021,Pittsford,NY,14534-4710,"Product ID: 540, Product Qty: 1, Product SKU: 701-Black-M, Product Name: Mock Turtle Neck, Elbow Length Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 79.00, Product Total Price: 79.00|Product ID: 655, Product Qty: 1, Product SKU: 801-White-S, Product Name: Luxury Turtleneck Tank, Product Weight: 0.3500, Product Variation Details: Color: White, Size: S, Product Unit Price: 79.00, Product Total Price: 79.00|Product ID: 666, Product Qty: 1, Product SKU: 901-Navy-S, Product Name: Racerback Tank, Product Weight: 0.3000, Product Variation Details: Color: Navy, Size: S, Product Unit Price: 59.00, Product Total Price: 59.00","Coupon Code: passiton, Coupon Name: V-day 2021 passiton, Coupon Value: 43.40"
4306,721,9/2/2021,Shipped,228,228,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,182.4,182.4,3,10/2/2021,West Simsbury,CT,6092,"Product ID: 662, Product Qty: 1, Product SKU: 230-Black-L, Product Name: Luxury Basic Scoop Neck - 3/4 Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: L, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 669, Product Qty: 2, Product SKU: 201-Black-L, Product Name: Luxury Scoop Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: L, Product Unit Price: 74.00, Product Total Price: 148.00","Coupon Code: passiton, Coupon Name: V-day 2021 passiton, Coupon Value: 45.60"
4299,1217,29/01/2021,Shipped,320,320,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,256,256,4,1/2/2021,Fremont,CA,94539-5442,"Product ID: 660, Product Qty: 2, Product SKU: 402-Black-L, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: L, Product Unit Price: 80.00, Product Total Price: 160.00|Product ID: 660, Product Qty: 1, Product SKU: 402-ChiliPepperRed-L, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Chili Pepper Red, Size: L, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 660, Product Qty: 1, Product SKU: 402-Navy-L, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Navy, Size: L, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: passiton, Coupon Name: V-day 2021 passiton, Coupon Value: 64.00"
2852,1369,19/12/2016,Shipped,152.86,142,0,0,0,Free Shipping,0,0,2,20/12/2016,Denver,CO,80210,"Product ID: 552, Product Qty: 1, Product SKU: 1070-Black-S, Product Name: Legging, Product Weight: 0.3000, Product Variation Details: Size: S, Product Unit Price: 80.74, Product Total Price: 80.74|Product ID: 565, Product Qty: 1, Product SKU: 301-Navy-S, Product Name: V-Neck, Short Sleeve, Navy, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 72.13, Product Total Price: 72.13","Coupon Code: peisfun, Coupon Name: , Coupon Value: 142.00"
3009,1403,1/3/2017,Shipped,72,72,0,0,0,Free Shipping,57.6,57.6,1,2/3/2017,White Plains,NY,10605,"Product ID: 648, Product Qty: 1, Product SKU: 9001-Black-XL, Product Name: Men's Crew Neck, Short Sleeve, Black, Product Weight: 0.4500, Product Variation Details: Size: XL, Product Unit Price: 72.00, Product Total Price: 72.00","Coupon Code: peterson, Coupon Name: 20% off Jim Peterson's friends, Coupon Value: 14.40"
3685,1395,1/2/2019,Cancelled,99,99,0,0,0,Free Shipping - USPS - First Class Mail - 4 to 7 days,0,0,1,,Denver,CO,80223,"Product ID: 654, Product Qty: 1, Product SKU: 2001-FuchsiaPurple-L, Product Name: Droop Neck Tank, Product Weight: 0.3000, Product Variation Details: Color: Fuchsia Purple, Size: L, Product Unit Price: 99.00, Product Total Price: 99.00","Coupon Code: philosophy123, Coupon Name: 100% off for testing, Coupon Value: 99.00"
3601,1572,15/11/2018,Shipped,86.12,80,3.98,0,0,Free Shipping - USPS - First Class Mail - 4 to 7 days,55.98,52,1,15/11/2018,Denver,CO,80223,"Product ID: 506, Product Qty: 1, Product SKU: 202-White-XS, Product Name: Scoop Neck, Long Sleeve, White, Product Weight: 0.3500, Product Variation Details: Size: XS, Product Unit Price: 86.12, Product Total Price: 86.12","Coupon Code: Philosophy35, Coupon Name: Philosophy Communications 35% off, Coupon Value: 28.00"
3631,1576,29/11/2018,Shipped,86.12,80,3.98,0,0,Free Shipping - USPS - First Class Mail - 4 to 7 days,55.98,52,1,30/11/2018,DENVER,CO,80223,"Product ID: 638, Product Qty: 1, Product SKU: 402-Ivory-S, Product Name: Crew Neck, Long Sleeve, Ivory, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 86.12, Product Total Price: 86.12","Coupon Code: Philosophy35, Coupon Name: Philosophy Communications 35% off, Coupon Value: 28.00"
4136,1521,19/09/2020,Shipped,69.97,68,1.48,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,52.48,51,1,21/09/2020,Evergreen,CO,80439,"Product ID: 668, Product Qty: 1, Product SKU: 601-White-S, Product Name: Luxury Camisole, Product Weight: 0.3500, Product Variation Details: Color: White, Size: S, Product Unit Price: 69.97, Product Total Price: 69.97","Coupon Code: PinkSale2020, Coupon Name: 25% off Sale PAge, Coupon Value: 17.00"
4140,1441,22/09/2020,Shipped,212,212,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,159,159,3,22/09/2020,Melrose,MA,2176,"Product ID: 586, Product Qty: 1, Product SKU: 402-FuchsiaPurple-S, Product Name: Luxury Crew Neck, Long Sleeve, Pink, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 76.00, Product Total Price: 76.00|Product ID: 668, Product Qty: 1, Product SKU: 601-Black-S, Product Name: Luxury Camisole, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: S, Product Unit Price: 68.00, Product Total Price: 68.00|Product ID: 668, Product Qty: 1, Product SKU: 601-White-S, Product Name: Luxury Camisole, Product Weight: 0.3500, Product Variation Details: Color: White, Size: S, Product Unit Price: 68.00, Product Total Price: 68.00","Coupon Code: PinkSale2020, Coupon Name: 25% off Sale PAge, Coupon Value: 53.00"
3432,754,7/5/2018,Shipped,56,56,0,0,0,Free Shipping,44.8,44.8,1,9/5/2018,Houston,TX,77005,"Product ID: 640, Product Qty: 1, Product SKU: 3000-Ivory-One Size, Product Name: Scarf, Ivory, Product Weight: 0.3000, Product Variation Details: One Size: Yes, Product Unit Price: 56.00, Product Total Price: 56.00","Coupon Code: PRACTICALLUXURY, Coupon Name: MOthers Day 20% off, Coupon Value: 11.20"
3422,545,1/5/2018,Shipped,160,160,0,0,0,Free Shipping,128,128,2,3/5/2018,raleigh,NC,27609,"Product ID: 496, Product Qty: 1, Product SKU: 202-Black-XL, Product Name: Scoop Neck, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: XL, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 506, Product Qty: 1, Product SKU: 202-White-XL, Product Name: Scoop Neck, Long Sleeve, White, Product Weight: 0.3500, Product Variation Details: Size: XL, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: PRACTICALLUXURY, Coupon Name: MOthers Day 20% off, Coupon Value: 32.00"
3423,1453,1/5/2018,Shipped,240,240,0,0,0,Free Shipping,192,192,3,3/5/2018,Danbury,NC,27016-7337,"Product ID: 512, Product Qty: 1, Product SKU: 601-Black-L, Product Name: Camisole, Black, Product Weight: 0.3500, Product Variation Details: Size: L, Product Unit Price: 84.00, Product Total Price: 84.00|Product ID: 513, Product Qty: 1, Product SKU: 601-White-L, Product Name: Camisole, White, Product Weight: 0.3500, Product Variation Details: Size: L, Product Unit Price: 84.00, Product Total Price: 84.00|Product ID: 574, Product Qty: 1, Product SKU: 501-SlateGray-L, Product Name: Tank, Slate Gray, Product Weight: 0.3500, Product Variation Details: Size: L, Product Unit Price: 72.00, Product Total Price: 72.00","Coupon Code: PRACTICALLUXURY, Coupon Name: MOthers Day 20% off, Coupon Value: 48.00"
3431,322,7/5/2018,Shipped,288,288,0,0,0,Free Shipping,230.4,230.4,4,9/5/2018,Lafayette,CA,94549,"Product ID: 509, Product Qty: 2, Product SKU: 401-Black-S, Product Name: Crew Neck, Short Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 72.00, Product Total Price: 144.00|Product ID: 537, Product Qty: 2, Product SKU: 401-White-S, Product Name: Crew Neck, Short Sleeve, White, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 72.00, Product Total Price: 144.00","Coupon Code: PRACTICALLUXURY, Coupon Name: MOthers Day 20% off, Coupon Value: 57.60"
3428,42,3/5/2018,Shipped,312.81,304,7.05,0,0,Free Shipping,250.25,243.2,4,4/5/2018,Edwards,CO,81632,"Product ID: 500, Product Qty: 2, Product SKU: 302-Black-S, Product Name: V-Neck, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 82.32, Product Total Price: 164.64|Product ID: 501, Product Qty: 2, Product SKU: 301-Black-S, Product Name: V-Neck, Short Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 74.09, Product Total Price: 148.18","Coupon Code: PRACTICALLUXURY, Coupon Name: MOthers Day 20% off, Coupon Value: 60.80"
3254,1363,7/12/2017,Shipped,45,45,0,0,0,Free Shipping,29.25,29.25,1,8/12/2017,Whitefish Bay,WI,53211,"Product ID: 616, Product Qty: 1, Product SKU: 3000-Black-One Size, Product Name: Scarf, Black, Product Weight: 0.3000, Product Variation Details: One Size: Yes, Product Unit Price: 45.00, Product Total Price: 45.00","Coupon Code: prepared, Coupon Name: prepared 35 % off scarfs, Coupon Value: 15.75"
3381,1398,19/02/2018,Shipped,76,76,0,0,0,Free Shipping,60.8,60.8,1,20/02/2018,Moab,UT,84532,"Product ID: 558, Product Qty: 1, Product SKU: 802-Black-XS, Product Name: Turtleneck, Long Sleeve, Black, Product Weight: 0.3000, Product Variation Details: Size: XS, Product Unit Price: 76.00, Product Total Price: 76.00","Coupon Code: presidentsday, Coupon Name: presidentsday 20% off, Coupon Value: 15.20"
3380,1518,19/02/2018,Shipped,102,102,0,0,0,Free Shipping,81.6,81.6,2,20/02/2018,Chicago,IL,60641,"Product ID: 550, Product Qty: 1, Product SKU: 501-Navy-XS, Product Name: Tank, Navy, Product Weight: 0.3500, Product Variation Details: Size: XS, Product Unit Price: 67.00, Product Total Price: 67.00|Product ID: 561, Product Qty: 1, Product SKU: 901-Navy-XS, Product Name: Racerback Tank, Navy, Product Weight: 0.3000, Product Variation Details: Size: XS, Product Unit Price: 35.00, Product Total Price: 35.00","Coupon Code: presidentsday, Coupon Name: presidentsday 20% off, Coupon Value: 20.40"
3377,1266,19/02/2018,Shipped,134,134,0,0,0,Free Shipping,107.2,107.2,2,20/02/2018,Brookline,MA,2446,"Product ID: 537, Product Qty: 1, Product SKU: 401-White-S, Product Name: Crew Neck, Short Sleeve, White, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 67.00, Product Total Price: 67.00|Product ID: 637, Product Qty: 1, Product SKU: 401-Ivory-S, Product Name: Crew Neck, Short Sleeve, Ivory, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 67.00, Product Total Price: 67.00","Coupon Code: presidentsday, Coupon Name: presidentsday 20% off, Coupon Value: 26.80"
3378,735,19/02/2018,Shipped,143,143,0,0,0,Free Shipping,114.4,114.4,2,20/02/2018,Los Altos,CA,94024,"Product ID: 501, Product Qty: 1, Product SKU: 301-Black-M, Product Name: V-Neck, Short Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 67.00, Product Total Price: 67.00|Product ID: 555, Product Qty: 1, Product SKU: 802-White-M, Product Name: Turtleneck, Long Sleeve, White, Product Weight: 0.3000, Product Variation Details: Size: M, Product Unit Price: 76.00, Product Total Price: 76.00","Coupon Code: presidentsday, Coupon Name: presidentsday 20% off, Coupon Value: 28.60"
3258,1428,8/12/2017,Shipped,105,105,0,0,0,Free Shipping,63,63,1,8/12/2017,Boca Raton,FL,33486,"Product ID: 632, Product Qty: 1, Product SKU: 2000-White-S, Product Name: Droop Neck, 3/4 Sleeve, White, Product Weight: 0.3000, Product Variation Details: Size: S, Product Unit Price: 105.00, Product Total Price: 105.00","Coupon Code: princess, Coupon Name: princess 40% off Day 1 of 12 days 2017, Coupon Value: 42.00"
2938,1386,3/2/2017,Shipped,40,40,0,0,0,Free Shipping,0,0,5,3/2/2017,Mesa,AZ,85205,"Product ID: 520, Product Qty: 2, Product SKU: 1031-White-L, Product Name: Thong, White - Sizes L & XL only, Product Weight: 0.1000, Product Variation Details: Size: L, Product Unit Price: 8.00, Product Total Price: 16.00|Product ID: 521, Product Qty: 3, Product SKU: 1031-Black-L, Product Name: Thong, Black, Product Weight: 0.1000, Product Variation Details: Size: L, Product Unit Price: 8.00, Product Total Price: 24.00","Coupon Code: Q60XJC32E0XO, Coupon Name: RV Park Gift Certificate 3, Coupon Value: 40.00"
